"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.912353290E-1,9.097966552E-2,-3.363853395E-1,9.883264542E0,9.889405968E0
2.937617350E-1,8.619125932E-2,-3.459621370E-1,9.883264542E0,9.889693460E0
2.962887660E-1,8.619125932E-2,-3.315969408E-1,9.868899345E0,9.874844796E0
2.988163180E-1,9.097966552E-2,-3.268085420E-1,9.844957352E0,9.850800291E0
3.013442870E-1,8.140286058E-2,-3.315969408E-1,9.821015358E0,9.826948948E0
3.038725160E-1,8.619125932E-2,-3.268085420E-1,9.801861763E0,9.807687127E0
3.064008490E-1,8.619125932E-2,-3.220201433E-1,9.792284966E0,9.797957479E0
3.089286100E-1,8.619125932E-2,-3.315969408E-1,9.782708168E0,9.788705970E0
3.114533490E-1,1.005564705E-1,-3.459621370E-1,9.782708168E0,9.789340147E0
3.139780370E-1,9.097966552E-2,-3.507505357E-1,9.787496567E0,9.794201973E0
3.165000160E-1,9.097966552E-2,-3.555389643E-1,9.777919769E0,9.784804560E0
3.190222040E-1,1.005564705E-1,-3.555389643E-1,9.763554573E0,9.770543355E0
3.215447040E-1,9.576806426E-2,-3.555389643E-1,9.744400978E0,9.751355285E0
3.240675680E-1,9.097966552E-2,-3.411737382E-1,9.734824181E0,9.741225726E0
3.265908490E-1,9.097966552E-2,-3.363853395E-1,9.739612579E0,9.745844529E0
3.291145990E-1,9.576806426E-2,-3.459621370E-1,9.749189377E0,9.755795961E0
3.316388180E-1,9.576806426E-2,-3.555389643E-1,9.792284966E0,9.799205290E0
3.341635060E-1,9.576806426E-2,-3.555389643E-1,9.830592155E0,9.837485533E0
3.366886620E-1,9.097966552E-2,-3.507505357E-1,9.873687744E0,9.880334656E0
3.392142350E-1,8.140286058E-2,-3.555389643E-1,9.911994934E0,9.918703441E0
3.417401720E-1,8.140286058E-2,-3.507505357E-1,9.921571732E0,9.928103444E0
3.442664220E-1,9.576806426E-2,-3.411737382E-1,9.940725327E0,9.947039311E0
3.467929330E-1,9.576806426E-2,-3.459621370E-1,9.950302124E0,9.956775265E0
3.493195990E-1,9.097966552E-2,-3.411737382E-1,9.950302124E0,9.956565130E0
3.518463180E-1,9.097966552E-2,-3.268085420E-1,9.945513725E0,9.951297623E0
3.543784540E-1,9.576806426E-2,-3.220201433E-1,9.921571732E0,9.927258137E0
3.568981930E-1,9.097966552E-2,-3.220201433E-1,9.911994934E0,9.917641748E0
3.594180890E-1,9.576806426E-2,-3.220201433E-1,9.926360130E0,9.932043794E0
3.619383490E-1,9.576806426E-2,-3.268085420E-1,9.911994934E0,9.917843461E0
3.644591310E-1,8.140286058E-2,-3.363853395E-1,9.911994934E0,9.918035345E0
3.669805890E-1,8.619125932E-2,-3.315969408E-1,9.907206535E0,9.913129011E0
3.695028290E-1,1.005564705E-1,-3.268085420E-1,9.873687744E0,9.879606525E0
3.720259020E-1,1.005564705E-1,-3.411737382E-1,9.840168953E0,9.846595155E0
3.745498600E-1,6.703764945E-2,-3.459621370E-1,9.811438560E0,9.817765045E0
3.770747040E-1,1.436521020E-2,-3.076549172E-1,9.801861763E0,9.806699339E0
3.796003810E-1,-4.309562966E-2,-2.549824715E-1,9.840168953E0,9.843566341E0
3.821267870E-1,-0.000000000E0,-3.028665185E-1,9.888052940E0,9.892690184E0
3.846538180E-1,9.576806799E-3,-3.794809580E-1,9.883264542E0,9.890551831E0
3.871813700E-1,-1.723825186E-1,-2.454056740E-1,9.888052940E0,9.892599791E0
3.897093390E-1,-2.585737705E-1,-2.310404629E-1,9.816226959E0,9.822349607E0
3.922375680E-1,-7.661445439E-2,-5.470750928E-1,9.538499832E0,9.554482716E0
3.947659020E-1,2.873041928E-1,-7.481880188E-1,9.236829758E0,9.271534554E0
3.972936620E-1,6.129156351E-1,-5.566518903E-1,9.121908188E0,9.159406962E0
3.998184020E-1,6.224924326E-1,-1.065419763E-1,9.203310966E0,9.224954242E0
4.023430890E-1,2.585737705E-1,8.020575345E-2,9.409213066E0,9.413107026E0
4.048650680E-1,-1.101332754E-1,-1.065419763E-1,9.773131371E0,9.774332577E0
4.073872560E-1,-9.097966552E-2,-2.837128937E-1,1.028070164E1,1.028501806E1
4.099097560E-1,2.250549644E-1,-3.794809580E-1,1.070208168E1,1.071117210E1
4.124326200E-1,4.213795066E-1,-4.465186298E-1,1.075475407E1,1.077226414E1
4.149559020E-1,3.016694188E-1,-4.656722248E-1,1.040520096E1,1.041998378E1
4.174796520E-1,5.746084079E-2,-4.417302012E-1,9.868899345E0,9.878947394E0
4.200038700E-1,-8.140286058E-2,-3.794809580E-1,9.404424667E0,9.412429843E0
4.225285580E-1,-1.915361360E-2,-3.076549172E-1,9.193734169E0,9.198900281E0
4.250537140E-1,1.244984865E-1,-2.645592988E-1,9.318233490E0,9.322819684E0
4.275792870E-1,1.628057212E-1,-2.549824715E-1,9.715670586E0,9.720379452E0
4.301052240E-1,7.182604820E-2,-2.837128937E-1,1.026633644E1,1.027050709E1
4.326314740E-1,-2.394201607E-2,-3.268085420E-1,1.081221485E1,1.081717926E1
4.351579850E-1,-3.830722719E-2,-3.890577853E-1,1.116176796E1,1.116861215E1
4.376846520E-1,2.873042040E-2,-4.225766063E-1,1.117613316E1,1.118415615E1
4.402113700E-1,7.182604820E-2,-4.034229815E-1,1.084094524E1,1.084868669E1
4.427435060E-1,6.224924326E-2,-3.794809580E-1,1.024718285E1,1.025439599E1
4.452632450E-1,4.788403213E-2,-3.268085420E-1,9.595960617E0,9.601643446E0
4.477831410E-1,3.830722719E-2,-2.549824715E-1,9.045293808E0,9.048968095E0
4.503034020E-1,4.788403213E-2,-2.214636505E-1,8.724471092E0,8.727412839E0
4.528241830E-1,8.140286058E-2,-2.454056740E-1,8.719682693E0,8.723515154E0
4.553456410E-1,1.532289088E-1,-2.932897210E-1,8.963891029E0,8.969996675E0
4.578678810E-1,2.011129409E-1,-3.746925592E-1,9.327810287E0,9.337498899E0
4.603909540E-1,2.011129409E-1,-4.321534038E-1,9.691728592E0,9.703443001E0
4.629149120E-1,1.628057212E-1,-4.560954273E-1,9.931148529E0,9.942949253E0
4.654397560E-1,1.244984865E-1,-4.417302012E-1,9.969455719E0,9.980013666E0
4.679654330E-1,1.053448766E-1,-3.842693865E-1,9.849745750E0,9.857801573E0
4.704918390E-1,1.005564705E-1,-3.220201433E-1,9.629479408E0,9.635386980E0
4.730188700E-1,8.619125932E-2,-2.932897210E-1,9.414001465E0,9.418963392E0
4.755464220E-1,5.746084079E-2,-2.741360962E-1,9.303867340E0,9.308082500E0
4.780743910E-1,9.576806799E-3,-2.693476975E-1,9.370905876E0,9.374780895E0
4.806026200E-1,9.576806799E-3,-2.932897210E-1,9.615114212E0,9.619591046E0
4.831309540E-1,4.788403213E-2,-3.268085420E-1,9.931148529E0,9.936639664E0
4.856587140E-1,7.661445439E-2,-3.603273630E-1,1.021366405E1,1.022030523E1
4.881834540E-1,7.661445439E-2,-3.986345828E-1,1.040041256E1,1.040833131E1
4.907081410E-1,6.703764945E-2,-4.129997790E-1,1.040998936E1,1.041839437E1
4.932301200E-1,9.576806426E-2,-3.890577853E-1,1.025675964E1,1.026458260E1
4.957523080E-1,1.244984865E-1,-3.459621370E-1,9.993397713E0,1.000015937E1
4.982748080E-1,1.244984865E-1,-3.028665185E-1,9.686940193E0,9.692473281E0
5.007976720E-1,1.292868853E-1,-2.837128937E-1,9.452308655E0,9.457449287E0
5.033209540E-1,1.388636976E-1,-2.885012925E-1,9.356540680E0,9.362017390E0
5.058447040E-1,1.292868853E-1,-2.980781198E-1,9.414001465E0,9.419606640E0
5.083689220E-1,1.244984865E-1,-3.028665185E-1,9.600749016E0,9.606331749E0
5.108936100E-1,1.197100878E-1,-3.220201433E-1,9.849745750E0,9.855735326E0
5.134187660E-1,1.053448766E-1,-3.507505357E-1,1.006522369E1,1.007188421E1
5.159443390E-1,9.576806426E-2,-3.555389643E-1,1.018972206E1,1.019637265E1
5.184702770E-1,7.182604820E-2,-3.411737382E-1,1.021845245E1,1.022439871E1
5.209965270E-1,4.309562966E-2,-3.315969408E-1,1.016578007E1,1.017127810E1
5.235230370E-1,4.788403213E-2,-3.028665185E-1,1.005564690E1,1.006032085E1
5.260497040E-1,5.746084079E-2,-2.885012925E-1,9.926360130E0,9.930718009E0
5.285764220E-1,5.746084079E-2,-2.980781198E-1,9.830592155E0,9.835278056E0
5.311085580E-1,5.267243832E-2,-2.980781198E-1,9.801861763E0,9.806534504E0
5.336282970E-1,4.788403213E-2,-2.980781198E-1,9.844957352E0,9.849585205E0
5.361481930E-1,6.224924326E-2,-2.932897210E-1,9.911994934E0,9.916528495E0
5.386684540E-1,9.097966552E-2,-3.220201433E-1,9.964667320E0,9.970284303E0
5.411892350E-1,9.576806426E-2,-3.555389643E-1,9.979032516E0,9.985823423E0
5.437106930E-1,1.005564705E-1,-3.699041605E-1,9.931148529E0,9.938543746E0
5.462329330E-1,1.149216816E-1,-3.746925592E-1,9.825803757E0,9.833616882E0
5.487560060E-1,1.101332754E-1,-3.603273630E-1,9.701305389E0,9.708619439E0
5.512799640E-1,1.101332754E-1,-3.363853395E-1,9.581595421E0,9.588130957E0
5.538048080E-1,1.244984865E-1,-3.124433160E-1,9.504981041E0,9.510929780E0
5.563304850E-1,1.292868853E-1,-3.124433160E-1,9.509769440E0,9.515779039E0
5.588568910E-1,1.197100878E-1,-3.315969408E-1,9.586383820E0,9.592864107E0
5.613839220E-1,1.101332754E-1,-3.459621370E-1,9.701305389E0,9.708096899E0
5.639114740E-1,1.101332754E-1,-3.411737382E-1,9.835380554E0,9.841912391E0
5.664394430E-1,9.576806426E-2,-3.507505357E-1,9.950302124E0,9.956942795E0
5.689676720E-1,8.619125932E-2,-3.507505357E-1,1.003649330E1,1.004299023E1
5.714960060E-1,8.140286058E-2,-3.411737382E-1,1.007958889E1,1.008568977E1
5.740237660E-1,9.097966552E-2,-3.459621370E-1,1.005564690E1,1.006200783E1
5.765485060E-1,9.097966552E-2,-3.363853395E-1,1.001733971E1,1.002339898E1
5.790731930E-1,6.703764945E-2,-3.363853395E-1,9.969455719E0,9.975354454E0
5.815951720E-1,6.224924326E-2,-3.507505357E-1,9.945513725E0,9.951891487E0
5.841173600E-1,9.576806426E-2,-3.507505357E-1,9.959878922E0,9.966513211E0
5.866398600E-1,1.484405100E-1,-3.172317147E-1,9.988609314E0,9.994747949E0
5.891627240E-1,1.388636976E-1,-3.124433160E-1,1.001255131E1,1.001838748E1
5.916860060E-1,9.097966552E-2,-3.555389643E-1,1.001733971E1,1.002406006E1
5.942097560E-1,7.182604820E-2,-3.699041605E-1,9.998186111E0,1.000528428E1
5.967339740E-1,1.053448766E-1,-3.507505357E-1,9.988609314E0,9.995320881E0
5.992586620E-1,1.580173075E-1,-3.363853395E-1,9.935936928E0,9.942885255E0
6.017838180E-1,1.484405100E-1,-3.124433160E-1,9.849745750E0,9.855817914E0
6.043093910E-1,1.005564705E-1,-3.124433160E-1,9.753977776E0,9.759498700E0
6.068353290E-1,9.097966552E-2,-3.076549172E-1,9.701305389E0,9.706608837E0
6.093615790E-1,1.053448766E-1,-3.028665185E-1,9.715670586E0,9.720960889E0
6.118880890E-1,1.149216816E-1,-3.172317147E-1,9.763554573E0,9.769382829E0
6.144147560E-1,1.053448766E-1,-3.363853395E-1,9.844957352E0,9.851265802E0
6.169414740E-1,8.140286058E-2,-3.555389643E-1,9.907206535E0,9.913918283E0
6.194736100E-1,7.661445439E-2,-3.507505357E-1,9.931148529E0,9.937635877E0
6.219933490E-1,9.097966552E-2,-3.363853395E-1,9.940725327E0,9.946831275E0
6.245132450E-1,1.053448766E-1,-3.315969408E-1,9.888052940E0,9.894172276E0
6.270335060E-1,1.005564705E-1,-3.268085420E-1,9.806650162E0,9.812609379E0
6.295542870E-1,8.140286058E-2,-3.268085420E-1,9.725247383E0,9.731077377E0
6.320757450E-1,8.619125932E-2,-3.220201433E-1,9.648633003E0,9.654389920E0
6.345979850E-1,1.053448766E-1,-3.268085420E-1,9.610325813E0,9.616457955E0
6.371210580E-1,1.053448766E-1,-3.172317147E-1,9.605537415E0,9.611351753E0
6.396450160E-1,1.053448766E-1,-3.076549172E-1,9.639056206E0,9.644540094E0
6.421698080E-1,1.101332754E-1,-3.268085420E-1,9.691728592E0,9.697862458E0
6.446954330E-1,1.053448766E-1,-3.507505357E-1,9.749189377E0,9.756065651E0
6.472217870E-1,1.005564705E-1,-3.507505357E-1,9.806650162E0,9.813435939E0
6.497488180E-1,1.005564705E-1,-3.507505357E-1,9.840168953E0,9.846931632E0
6.522763700E-1,8.619125932E-2,-3.459621370E-1,9.835380554E0,9.841840752E0
6.548043390E-1,9.576806426E-2,-3.315969408E-1,9.821015358E0,9.827078442E0
6.573325680E-1,1.149216816E-1,-3.076549172E-1,9.797073364E0,9.802576449E0
6.598609020E-1,9.576806426E-2,-3.076549172E-1,9.792284966E0,9.797584800E0
6.623888180E-1,5.746084079E-2,-3.172317147E-1,9.801861763E0,9.807162267E0
6.649135060E-1,4.788403213E-2,-3.315969408E-1,9.859322548E0,9.865013457E0
6.674354850E-1,6.224924326E-2,-3.411737382E-1,9.945513725E0,9.951558559E0
6.699576720E-1,9.097966552E-2,-3.315969408E-1,1.000776291E1,1.001366827E1
6.724801720E-1,1.101332754E-1,-3.363853395E-1,1.005085850E1,1.005708909E1
6.750030370E-1,1.053448766E-1,-3.555389643E-1,1.005564690E1,1.006248180E1
6.775263180E-1,9.097966552E-2,-3.507505357E-1,1.002212811E1,1.002867663E1
6.800500680E-1,7.182604820E-2,-3.363853395E-1,9.964667320E0,9.970602233E0
6.825742870E-1,9.097966552E-2,-3.220201433E-1,9.907206535E0,9.912856077E0
6.850989740E-1,1.053448766E-1,-3.220201433E-1,9.864110947E0,9.869928028E0
6.876241310E-1,1.005564705E-1,-3.315969408E-1,9.840168953E0,9.846267981E0
6.901497040E-1,9.576806426E-2,-3.268085420E-1,9.835380554E0,9.841274612E0
6.926756410E-1,8.619125932E-2,-3.220201433E-1,9.854534149E0,9.860170851E0
6.952018910E-1,8.140286058E-2,-3.315969408E-1,9.873687744E0,9.879589699E0
6.977284020E-1,1.005564705E-1,-3.363853395E-1,9.902418137E0,9.908640252E0
7.002550680E-1,1.149216816E-1,-3.459621370E-1,9.931148529E0,9.937837184E0
7.027817870E-1,1.053448766E-1,-3.411737382E-1,9.931148529E0,9.937565505E0
7.053139220E-1,9.576806426E-2,-3.315969408E-1,9.897629738E0,9.903645919E0
7.078337140E-1,1.005564705E-1,-3.172317147E-1,9.868899345E0,9.874508689E0
7.103536620E-1,8.619125932E-2,-3.172317147E-1,9.825803757E0,9.831301255E0
7.128739740E-1,8.140286058E-2,-3.315969408E-1,9.768342972E0,9.774308537E0
7.153948080E-1,9.576806426E-2,-3.268085420E-1,9.763554573E0,9.769491965E0
7.179163180E-1,1.053448766E-1,-3.172317147E-1,9.782708168E0,9.788417268E0
7.204385580E-1,1.053448766E-1,-3.172317147E-1,9.782708168E0,9.788417268E0
7.229616310E-1,8.619125932E-2,-3.172317147E-1,9.777919769E0,9.783444174E0
7.254855370E-1,8.619125932E-2,-3.220201433E-1,9.782708168E0,9.788386231E0
7.280102770E-1,9.097966552E-2,-3.220201433E-1,9.787496567E0,9.793215167E0
7.305358490E-1,9.097966552E-2,-3.315969408E-1,9.782708168E0,9.788749304E0
7.330621520E-1,1.005564705E-1,-3.411737382E-1,9.758766174E0,9.765245945E0
7.355891310E-1,1.005564705E-1,-3.315969408E-1,9.758766174E0,9.764916046E0
7.381166310E-1,9.097966552E-2,-3.363853395E-1,9.753977776E0,9.760200553E0
7.406445470E-1,8.619125932E-2,-3.363853395E-1,9.749189377E0,9.755371727E0
7.431727240E-1,8.140286058E-2,-3.459621370E-1,9.773131371E0,9.779591659E0
7.457010060E-1,8.619125932E-2,-3.507505357E-1,9.806650162E0,9.813299255E0
7.482291310E-1,8.619125932E-2,-3.459621370E-1,9.830592155E0,9.837055497E0
7.507538700E-1,8.619125932E-2,-3.411737382E-1,9.844957352E0,9.851244272E0
7.532785580E-1,1.005564705E-1,-3.411737382E-1,9.868899345E0,9.875306852E0
7.558005370E-1,1.005564705E-1,-3.411737382E-1,9.883264542E0,9.889662741E0
7.583227240E-1,9.097966552E-2,-3.363853395E-1,9.892841339E0,9.898976824E0
7.608452240E-1,9.576806426E-2,-3.315969408E-1,9.907206535E0,9.913216904E0
7.633680890E-1,1.053448766E-1,-3.363853395E-1,9.911994934E0,9.918260745E0
7.658913700E-1,1.005564705E-1,-3.268085420E-1,9.921571732E0,9.927461964E0
7.684151200E-1,1.101332754E-1,-3.268085420E-1,9.926360130E0,9.932349098E0
7.709393390E-1,1.149216816E-1,-3.268085420E-1,9.926360130E0,9.932403347E0
7.734640270E-1,1.053448766E-1,-3.315969408E-1,9.931148529E0,9.937241326E0
7.759891830E-1,1.053448766E-1,-3.363853395E-1,9.916783333E0,9.923046121E0
7.785147560E-1,1.149216816E-1,-3.315969408E-1,9.902418137E0,9.908635046E0
7.810406930E-1,1.101332754E-1,-3.220201433E-1,9.911994934E0,9.917835948E0
7.835669430E-1,9.097966552E-2,-3.076549172E-1,9.907206535E0,9.912399819E0
7.860934540E-1,8.619125932E-2,-2.980781198E-1,9.868899345E0,9.873776065E0
7.886201200E-1,9.097966552E-2,-2.932897210E-1,9.849745750E0,9.854531319E0
7.911468390E-1,9.097966552E-2,-2.932897210E-1,9.821015358E0,9.825814919E0
7.936789740E-1,8.619125932E-2,-2.980781198E-1,9.801861763E0,9.806771819E0
7.961987140E-1,8.140286058E-2,-2.980781198E-1,9.787496567E0,9.792372850E0
7.987186100E-1,8.140286058E-2,-3.028665185E-1,9.753977776E0,9.759018240E0
8.012388700E-1,8.140286058E-2,-3.220201433E-1,9.720458984E0,9.726132133E0
8.037596520E-1,8.140286058E-2,-3.411737382E-1,9.710882187E0,9.717214559E0
8.062811100E-1,8.140286058E-2,-3.603273630E-1,9.710882187E0,9.717905900E0
8.088033490E-1,8.140286058E-2,-3.699041605E-1,9.701305389E0,9.708696193E0
8.113264220E-1,7.661445439E-2,-3.746925592E-1,9.725247383E0,9.732764302E0
8.138503810E-1,9.097966552E-2,-3.746925592E-1,9.734824181E0,9.742457269E0
8.163752240E-1,1.053448766E-1,-3.651157618E-1,9.730035782E0,9.737453639E0
8.189009020E-1,1.053448766E-1,-3.507505357E-1,9.749189377E0,9.756065651E0
8.214273080E-1,1.005564705E-1,-3.315969408E-1,9.753977776E0,9.760130664E0
8.239543910E-1,1.053448766E-1,-3.268085420E-1,9.758766174E0,9.764805098E0
8.264819950E-1,1.101332754E-1,-3.172317147E-1,9.777919769E0,9.783684394E0
8.290100160E-1,1.244984865E-1,-3.076549172E-1,9.801861763E0,9.807479056E0
8.315382970E-1,1.292868853E-1,-3.076549172E-1,9.844957352E0,9.850611753E0
