"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.836221787E1,1.580173075E-1,-3.172317147E-1,9.854534149E0,9.860905066E0
1.836475005E1,1.675941199E-1,-3.028665185E-1,9.849745750E0,9.855826057E0
1.836727011E1,1.723825186E-1,-3.172317147E-1,9.854534149E0,9.861145724E0
1.836979032E1,1.771709323E-1,-3.220201433E-1,9.859322548E0,9.866170869E0
1.837231084E1,1.675941199E-1,-3.172317147E-1,9.854534149E0,9.861063180E0
1.837483182E1,1.628057212E-1,-3.220201433E-1,9.854534149E0,9.861138168E0
1.837735344E1,1.580173075E-1,-3.220201433E-1,9.849745750E0,9.856275046E0
1.837987578E1,1.628057212E-1,-3.268085420E-1,9.840168953E0,9.846940365E0
1.838239891E1,1.675941199E-1,-3.220201433E-1,9.849745750E0,9.856433235E0
1.838492287E1,1.723825186E-1,-3.268085420E-1,9.840168953E0,9.847103360E0
1.838744766E1,1.771709323E-1,-3.268085420E-1,9.825803757E0,9.832833408E0
1.838997323E1,1.723825186E-1,-3.220201433E-1,9.835380554E0,9.842160502E0
1.839249953E1,1.675941199E-1,-3.172317147E-1,9.849745750E0,9.856277954E0
1.839502646E1,1.675941199E-1,-3.172317147E-1,9.849745750E0,9.856277954E0
1.839755391E1,1.723825186E-1,-3.220201433E-1,9.835380554E0,9.842160502E0
1.840008177E1,1.819593310E-1,-3.268085420E-1,9.835380554E0,9.842490725E0
1.840260990E1,1.675941199E-1,-3.268085420E-1,9.830592155E0,9.837450571E0
1.840513813E1,1.675941199E-1,-3.220201433E-1,9.840168953E0,9.846862941E0
1.840766604E1,1.723825186E-1,-3.268085420E-1,9.854534149E0,9.861458455E0
1.841019078E1,1.723825186E-1,-3.220201433E-1,9.844957352E0,9.851730709E0
1.841271282E1,1.819593310E-1,-3.124433160E-1,9.844957352E0,9.851594555E0
1.841523505E1,1.723825186E-1,-3.220201433E-1,9.849745750E0,9.856515817E0
1.841775755E1,1.580173075E-1,-3.220201433E-1,9.844957352E0,9.851489821E0
1.842028042E1,1.628057212E-1,-3.124433160E-1,9.840168953E0,9.846474067E0
1.842280370E1,1.675941199E-1,-3.172317147E-1,9.849745750E0,9.856277954E0
1.842532745E1,1.628057212E-1,-3.124433160E-1,9.854534149E0,9.860830078E0
1.842785167E1,1.532289088E-1,-3.076549172E-1,9.854534149E0,9.860526048E0
1.843037636E1,1.628057212E-1,-3.124433160E-1,9.835380554E0,9.841688736E0
1.843290151E1,1.723825186E-1,-3.172317147E-1,9.835380554E0,9.842004996E0
1.843542709E1,1.723825186E-1,-3.315969408E-1,9.844957352E0,9.852048392E0
1.843795302E1,1.723825186E-1,-3.363853395E-1,9.844957352E0,9.852210721E0
1.844047927E1,1.723825186E-1,-3.268085420E-1,9.840168953E0,9.847103360E0
1.844300578E1,1.675941199E-1,-3.172317147E-1,9.844957352E0,9.851492730E0
1.844553245E1,1.628057212E-1,-3.124433160E-1,9.849745750E0,9.856044738E0
1.844805922E1,1.628057212E-1,-3.220201433E-1,9.840168953E0,9.846782606E0
1.845059141E1,1.628057212E-1,-3.268085420E-1,9.835380554E0,9.842155261E0
1.845311146E1,1.675941199E-1,-3.268085420E-1,9.840168953E0,9.847020698E0
1.845563167E1,1.723825186E-1,-3.124433160E-1,9.849745750E0,9.856207582E0
1.845815219E1,1.675941199E-1,-3.076549172E-1,9.854534149E0,9.860759739E0
1.846067318E1,1.675941199E-1,-3.076549172E-1,9.840168953E0,9.846403626E0
1.846319479E1,1.675941199E-1,-3.220201433E-1,9.844957352E0,9.851648086E0
1.846571714E1,1.675941199E-1,-3.268085420E-1,9.849745750E0,9.856590839E0
1.846824026E1,1.628057212E-1,-3.172317147E-1,9.844957352E0,9.851412433E0
1.847076422E1,1.675941199E-1,-3.076549172E-1,9.835380554E0,9.841618260E0
1.847328901E1,1.723825186E-1,-3.124433160E-1,9.830592155E0,9.837066569E0
1.847581459E1,1.723825186E-1,-3.268085420E-1,9.830592155E0,9.837533313E0
1.847834089E1,1.723825186E-1,-3.315969408E-1,9.830592155E0,9.837693550E0
1.848086782E1,1.628057212E-1,-3.220201433E-1,9.840168953E0,9.846782606E0
1.848339526E1,1.532289088E-1,-3.268085420E-1,9.840168953E0,9.846786681E0
1.848592313E1,1.580173075E-1,-3.268085420E-1,9.830592155E0,9.837292078E0
1.848845125E1,1.580173075E-1,-3.220201433E-1,9.821015358E0,9.827563742E0
1.849097948E1,1.675941199E-1,-3.220201433E-1,9.835380554E0,9.842077799E0
1.849350740E1,1.723825186E-1,-3.172317147E-1,9.840168953E0,9.846790173E0
1.849603214E1,1.675941199E-1,-3.172317147E-1,9.825803757E0,9.832351866E0
1.849855417E1,1.580173075E-1,-3.268085420E-1,9.830592155E0,9.837292078E0
1.850107641E1,1.628057212E-1,-3.268085420E-1,9.830592155E0,9.837370159E0
1.850359891E1,1.675941199E-1,-3.172317147E-1,9.844957352E0,9.851492730E0
1.850612177E1,1.723825186E-1,-3.076549172E-1,9.859322548E0,9.865627622E0
1.850864505E1,1.771709323E-1,-3.076549172E-1,9.854534149E0,9.860927156E0
1.851116880E1,1.819593310E-1,-3.124433160E-1,9.854534149E0,9.861164907E0
1.851369302E1,1.723825186E-1,-3.172317147E-1,9.844957352E0,9.851575354E0
1.851621771E1,1.675941199E-1,-3.172317147E-1,9.835380554E0,9.841922292E0
1.851874287E1,1.675941199E-1,-3.268085420E-1,9.844957352E0,9.851805767E0
1.852126844E1,1.675941199E-1,-3.315969408E-1,9.844957352E0,9.851965772E0
1.852379438E1,1.723825186E-1,-3.172317147E-1,9.849745750E0,9.856360537E0
1.852632063E1,1.628057212E-1,-3.124433160E-1,9.859322548E0,9.865615421E0
1.852884714E1,1.580173075E-1,-3.220201433E-1,9.868899345E0,9.875415978E0
1.853137380E1,1.771709323E-1,-3.268085420E-1,9.868899345E0,9.875898321E0
1.853390058E1,1.723825186E-1,-3.315969408E-1,9.859322548E0,9.866403264E0
1.853643276E1,1.628057212E-1,-3.315969408E-1,9.849745750E0,9.856670512E0
1.853895282E1,1.675941199E-1,-3.124433160E-1,9.849745750E0,9.856124997E0
1.854147302E1,1.675941199E-1,-3.124433160E-1,9.854534149E0,9.860910298E0
1.854399354E1,1.675941199E-1,-3.172317147E-1,9.844957352E0,9.851492730E0
1.854651453E1,1.675941199E-1,-3.268085420E-1,9.835380554E0,9.842235633E0
1.854903615E1,1.675941199E-1,-3.268085420E-1,9.830592155E0,9.837450571E0
1.855155849E1,1.675941199E-1,-3.172317147E-1,9.840168953E0,9.846707509E0
1.855408162E1,1.580173075E-1,-3.220201433E-1,9.844957352E0,9.851489821E0
1.855660558E1,1.723825186E-1,-3.124433160E-1,9.844957352E0,9.851422324E0
1.855913037E1,1.723825186E-1,-3.124433160E-1,9.849745750E0,9.856207582E0
1.856165594E1,1.675941199E-1,-3.220201433E-1,9.844957352E0,9.851648086E0
1.856418224E1,1.723825186E-1,-3.172317147E-1,9.840168953E0,9.846790173E0
1.856670917E1,1.723825186E-1,-3.124433160E-1,9.840168953E0,9.846637070E0
1.856923662E1,1.723825186E-1,-3.076549172E-1,9.830592155E0,9.836915645E0
1.857176448E1,1.723825186E-1,-3.172317147E-1,9.830592155E0,9.837219822E0
1.857429261E1,1.771709323E-1,-3.220201433E-1,9.830592155E0,9.837460477E0
1.857682084E1,1.867477298E-1,-3.172317147E-1,9.835380554E0,9.842267082E0
1.857934875E1,1.819593310E-1,-3.124433160E-1,9.849745750E0,9.856379729E0
1.858187349E1,1.723825186E-1,-3.076549172E-1,9.854534149E0,9.860842285E0
1.858439552E1,1.819593310E-1,-3.315969408E-1,9.859322548E0,9.866575233E0
1.858691776E1,1.771709323E-1,-3.268085420E-1,9.864110947E0,9.871113318E0
1.858944026E1,1.723825186E-1,-3.220201433E-1,9.854534149E0,9.861300929E0
1.859196313E1,1.723825186E-1,-3.220201433E-1,9.835380554E0,9.842160502E0
1.859448641E1,1.723825186E-1,-3.220201433E-1,9.849745750E0,9.856515817E0
1.859701016E1,1.628057212E-1,-3.220201433E-1,9.859322548E0,9.865923362E0
1.859953438E1,1.580173075E-1,-3.268085420E-1,9.854534149E0,9.861217805E0
1.860205907E1,1.675941199E-1,-3.268085420E-1,9.849745750E0,9.856590839E0
1.860458422E1,1.628057212E-1,-3.220201433E-1,9.835380554E0,9.841997425E0
1.860710979E1,1.628057212E-1,-3.268085420E-1,9.830592155E0,9.837370159E0
1.860963573E1,1.723825186E-1,-3.268085420E-1,9.844957352E0,9.851888388E0
1.861216198E1,1.675941199E-1,-3.028665185E-1,9.854534149E0,9.860611503E0
1.861468849E1,1.580173075E-1,-2.980781198E-1,9.844957352E0,9.850736282E0
1.861721516E1,1.532289088E-1,-3.124433160E-1,9.844957352E0,9.851105785E0
1.861974193E1,1.628057212E-1,-3.172317147E-1,9.844957352E0,9.851412433E0
1.862227412E1,1.723825186E-1,-3.076549172E-1,9.844957352E0,9.851271620E0
1.862479417E1,1.723825186E-1,-3.172317147E-1,9.849745750E0,9.856360537E0
1.862731438E1,1.675941199E-1,-3.220201433E-1,9.844957352E0,9.851648086E0
1.862983495E1,1.723825186E-1,-3.172317147E-1,9.835380554E0,9.842004996E0
1.863235599E1,1.723825186E-1,-3.172317147E-1,9.835380554E0,9.842004996E0
1.863487766E1,1.723825186E-1,-3.124433160E-1,9.840168953E0,9.846637070E0
1.863740005E1,1.723825186E-1,-3.124433160E-1,9.840168953E0,9.846637070E0
1.863992323E1,1.628057212E-1,-3.076549172E-1,9.849745750E0,9.855894104E0
1.864244724E1,1.580173075E-1,-3.172317147E-1,9.854534149E0,9.860905066E0
1.864497209E1,1.675941199E-1,-3.268085420E-1,9.840168953E0,9.847020698E0
1.864749771E1,1.771709323E-1,-3.220201433E-1,9.835380554E0,9.842245534E0
1.865002406E1,1.675941199E-1,-3.172317147E-1,9.835380554E0,9.841922292E0
1.865255104E1,1.628057212E-1,-3.220201433E-1,9.830592155E0,9.837212248E0
1.865507854E1,1.628057212E-1,-3.220201433E-1,9.835380554E0,9.841997425E0
1.865760641E1,1.628057212E-1,-3.076549172E-1,9.844957352E0,9.851108694E0
1.866013448E1,1.628057212E-1,-3.076549172E-1,9.849745750E0,9.855894104E0
1.866266266E1,1.628057212E-1,-3.172317147E-1,9.849745750E0,9.856197695E0
1.866519011E1,1.628057212E-1,-3.172317147E-1,9.854534149E0,9.860982961E0
1.866771485E1,1.723825186E-1,-3.172317147E-1,9.840168953E0,9.846790173E0
1.867023688E1,1.675941199E-1,-3.172317147E-1,9.844957352E0,9.851492730E0
1.867275912E1,1.484405100E-1,-3.172317147E-1,9.854534149E0,9.860756251E0
1.867528162E1,1.580173075E-1,-3.172317147E-1,9.854534149E0,9.860905066E0
1.867780448E1,1.675941199E-1,-3.124433160E-1,9.859322548E0,9.865695602E0
1.868032776E1,1.723825186E-1,-3.172317147E-1,9.844957352E0,9.851575354E0
1.868285151E1,1.675941199E-1,-3.076549172E-1,9.835380554E0,9.841618260E0
1.868537573E1,1.532289088E-1,-2.932897210E-1,9.840168953E0,9.845731206E0
1.868790042E1,1.532289088E-1,-3.076549172E-1,9.854534149E0,9.860526048E0
1.869042558E1,1.580173075E-1,-3.076549172E-1,9.854534149E0,9.860601620E0
1.869295115E1,1.628057212E-1,-3.076549172E-1,9.844957352E0,9.851108694E0
1.869547709E1,1.628057212E-1,-3.172317147E-1,9.844957352E0,9.851412433E0
1.869800334E1,1.580173075E-1,-3.172317147E-1,9.844957352E0,9.851334462E0
1.870052985E1,1.628057212E-1,-3.172317147E-1,9.844957352E0,9.851412433E0
1.870305651E1,1.675941199E-1,-3.124433160E-1,9.844957352E0,9.851339699E0
1.870558328E1,1.675941199E-1,-3.172317147E-1,9.840168953E0,9.846707509E0
1.870811547E1,1.628057212E-1,-3.268085420E-1,9.844957352E0,9.851725472E0
1.871063558E1,1.532289088E-1,-3.268085420E-1,9.844957352E0,9.851571863E0
1.871315584E1,1.580173075E-1,-3.172317147E-1,9.844957352E0,9.851334462E0
1.871567641E1,1.723825186E-1,-3.124433160E-1,9.849745750E0,9.856207582E0
1.871819745E1,1.723825186E-1,-3.172317147E-1,9.835380554E0,9.842004996E0
1.872071912E1,1.675941199E-1,-3.172317147E-1,9.840168953E0,9.846707509E0
1.872324151E1,1.675941199E-1,-3.028665185E-1,9.844957352E0,9.851040614E0
1.872576469E1,1.675941199E-1,-2.980781198E-1,9.835380554E0,9.841323539E0
1.872828870E1,1.771709323E-1,-3.076549172E-1,9.830592155E0,9.837000722E0
1.873081349E1,1.723825186E-1,-3.172317147E-1,9.835380554E0,9.842004996E0
1.873333907E1,1.675941199E-1,-3.124433160E-1,9.825803757E0,9.832198537E0
1.873586537E1,1.723825186E-1,-3.076549172E-1,9.825803757E0,9.832130326E0
1.873839229E1,1.771709323E-1,-3.172317147E-1,9.835380554E0,9.842090029E0
1.874091974E1,1.771709323E-1,-3.172317147E-1,9.840168953E0,9.846875165E0
1.874344755E1,1.675941199E-1,-3.076549172E-1,9.840168953E0,9.846403626E0
1.874597563E1,1.723825186E-1,-3.076549172E-1,9.840168953E0,9.846486292E0
1.874850380E1,1.723825186E-1,-3.172317147E-1,9.844957352E0,9.851575354E0
1.875103146E1,1.771709323E-1,-3.220201433E-1,9.844957352E0,9.851815658E0
1.875355625E1,1.819593310E-1,-3.172317147E-1,9.849745750E0,9.856532682E0
1.875608099E1,1.819593310E-1,-3.172317147E-1,9.859322548E0,9.866102891E0
1.875860302E1,1.675941199E-1,-3.268085420E-1,9.868899345E0,9.875731158E0
1.876112526E1,1.628057212E-1,-3.220201433E-1,9.854534149E0,9.861138168E0
1.876364776E1,1.580173075E-1,-3.172317147E-1,9.844957352E0,9.851334462E0
1.876617063E1,1.628057212E-1,-3.124433160E-1,9.859322548E0,9.865615421E0
1.876869391E1,1.723825186E-1,-3.124433160E-1,9.864110947E0,9.870563374E0
1.877121766E1,1.675941199E-1,-3.172317147E-1,9.854534149E0,9.861063180E0
1.877374188E1,1.675941199E-1,-3.124433160E-1,9.849745750E0,9.856124997E0
1.877626656E1,1.723825186E-1,-3.124433160E-1,9.844957352E0,9.851422324E0
1.877879172E1,1.723825186E-1,-3.124433160E-1,9.840168953E0,9.846637070E0
1.878131729E1,1.771709323E-1,-3.076549172E-1,9.835380554E0,9.841786003E0
1.878384323E1,1.771709323E-1,-3.172317147E-1,9.830592155E0,9.837304897E0
1.878636948E1,1.675941199E-1,-3.268085420E-1,9.830592155E0,9.837450571E0
1.878889599E1,1.580173075E-1,-3.220201433E-1,9.835380554E0,9.841919380E0
1.879142266E1,1.675941199E-1,-3.220201433E-1,9.840168953E0,9.846862941E0
1.879394943E1,1.675941199E-1,-3.220201433E-1,9.840168953E0,9.846862941E0
1.879648162E1,1.628057212E-1,-3.076549172E-1,9.830592155E0,9.836752481E0
1.879900167E1,1.580173075E-1,-2.980781198E-1,9.835380554E0,9.841165108E0
1.880152188E1,1.532289088E-1,-3.076549172E-1,9.844957352E0,9.850955076E0
1.880404240E1,1.580173075E-1,-3.172317147E-1,9.840168953E0,9.846549165E0
1.880656339E1,1.628057212E-1,-3.076549172E-1,9.840168953E0,9.846323287E0
1.880908500E1,1.628057212E-1,-3.076549172E-1,9.844957352E0,9.851108694E0
1.881160735E1,1.675941199E-1,-3.124433160E-1,9.840168953E0,9.846554404E0
1.881413047E1,1.675941199E-1,-3.268085420E-1,9.840168953E0,9.847020698E0
1.881665443E1,1.723825186E-1,-3.268085420E-1,9.849745750E0,9.856673420E0
1.881917922E1,1.771709323E-1,-3.172317147E-1,9.854534149E0,9.861230592E0
1.882170479E1,1.675941199E-1,-3.124433160E-1,9.840168953E0,9.846554404E0
1.882423110E1,1.723825186E-1,-3.172317147E-1,9.840168953E0,9.846790173E0
1.882675802E1,1.675941199E-1,-3.315969408E-1,9.844957352E0,9.851965772E0
1.882928547E1,1.580173075E-1,-3.268085420E-1,9.840168953E0,9.846862359E0
1.883181334E1,1.675941199E-1,-3.076549172E-1,9.849745750E0,9.855974365E0
1.883434146E1,1.675941199E-1,-3.124433160E-1,9.849745750E0,9.856124997E0
1.883686969E1,1.628057212E-1,-3.172317147E-1,9.844957352E0,9.851412433E0
1.883939761E1,1.675941199E-1,-3.124433160E-1,9.849745750E0,9.856124997E0
1.884192235E1,1.580173075E-1,-3.124433160E-1,9.849745750E0,9.855966804E0
1.884444438E1,1.628057212E-1,-3.220201433E-1,9.844957352E0,9.851567791E0
1.884696662E1,1.580173075E-1,-3.220201433E-1,9.854534149E0,9.861060275E0
1.884948912E1,1.580173075E-1,-3.220201433E-1,9.844957352E0,9.851489821E0
1.885201198E1,1.628057212E-1,-3.172317147E-1,9.840168953E0,9.846627173E0
1.885453526E1,1.628057212E-1,-3.124433160E-1,9.849745750E0,9.856044738E0
1.885705901E1,1.723825186E-1,-3.220201433E-1,9.844957352E0,9.851730709E0
1.885958323E1,1.819593310E-1,-3.315969408E-1,9.835380554E0,9.842650882E0
1.886210792E1,1.771709323E-1,-3.220201433E-1,9.821015358E0,9.827890372E0
1.886463308E1,1.675941199E-1,-3.172317147E-1,9.821015358E0,9.827566658E0
1.886715865E1,1.628057212E-1,-3.124433160E-1,9.825803757E0,9.832118083E0
1.886968459E1,1.675941199E-1,-3.076549172E-1,9.830592155E0,9.836832898E0
1.887221084E1,1.628057212E-1,-3.124433160E-1,9.840168953E0,9.846474067E0
1.887473735E1,1.628057212E-1,-3.124433160E-1,9.844957352E0,9.851259401E0
1.887726401E1,1.771709323E-1,-2.980781198E-1,9.844957352E0,9.851062144E0
1.887979078E1,1.867477298E-1,-3.028665185E-1,9.835380554E0,9.841814542E0
1.888232297E1,1.819593310E-1,-3.172317147E-1,9.830592155E0,9.837392301E0
1.888484302E1,1.723825186E-1,-3.124433160E-1,9.835380554E0,9.841851818E0
1.888736323E1,1.723825186E-1,-3.124433160E-1,9.835380554E0,9.841851818E0
1.888988375E1,1.723825186E-1,-3.220201433E-1,9.844957352E0,9.851730709E0
1.889240474E1,1.771709323E-1,-3.220201433E-1,9.840168953E0,9.847030595E0
1.889492636E1,1.723825186E-1,-3.220201433E-1,9.849745750E0,9.856515817E0
1.889744870E1,1.771709323E-1,-3.124433160E-1,9.854534149E0,9.861077713E0
1.889997182E1,1.771709323E-1,-3.124433160E-1,9.864110947E0,9.870648162E0
1.890249578E1,1.580173075E-1,-3.172317147E-1,9.864110947E0,9.870475682E0
1.890502058E1,1.580173075E-1,-3.172317147E-1,9.859322548E0,9.865690373E0
1.890754615E1,1.628057212E-1,-3.172317147E-1,9.864110947E0,9.870553502E0
1.891007245E1,1.723825186E-1,-3.220201433E-1,9.868899345E0,9.875656282E0
1.891259938E1,1.819593310E-1,-3.220201433E-1,9.859322548E0,9.866258018E0
1.891512682E1,1.723825186E-1,-3.124433160E-1,9.859322548E0,9.865778107E0
1.891765469E1,1.675941199E-1,-3.124433160E-1,9.859322548E0,9.865695602E0
1.892018282E1,1.628057212E-1,-3.172317147E-1,9.844957352E0,9.851412433E0
1.892271104E1,1.580173075E-1,-3.172317147E-1,9.849745750E0,9.856119763E0
1.892523896E1,1.580173075E-1,-3.172317147E-1,9.844957352E0,9.851334462E0
1.892776370E1,1.580173075E-1,-3.268085420E-1,9.830592155E0,9.837292078E0
1.893028573E1,1.628057212E-1,-3.220201433E-1,9.840168953E0,9.846782606E0
1.893280797E1,1.675941199E-1,-3.172317147E-1,9.854534149E0,9.861063180E0
1.893533047E1,1.628057212E-1,-3.220201433E-1,9.849745750E0,9.856352978E0
1.893785334E1,1.628057212E-1,-3.028665185E-1,9.835380554E0,9.841389357E0
1.894037662E1,1.628057212E-1,-3.028665185E-1,9.835380554E0,9.841389357E0
1.894290037E1,1.580173075E-1,-3.076549172E-1,9.840168953E0,9.846245276E0
1.894542459E1,1.580173075E-1,-3.124433160E-1,9.840168953E0,9.846396057E0
1.894794927E1,1.675941199E-1,-3.220201433E-1,9.840168953E0,9.846862941E0
1.895047443E1,1.771709323E-1,-3.172317147E-1,9.835380554E0,9.842090029E0
1.895300000E1,1.819593310E-1,-3.220201433E-1,9.849745750E0,9.856687959E0
1.895552594E1,1.771709323E-1,-3.220201433E-1,9.849745750E0,9.856600725E0
1.895805219E1,1.723825186E-1,-3.172317147E-1,9.840168953E0,9.846790173E0
1.896057870E1,1.723825186E-1,-3.172317147E-1,9.854534149E0,9.861145724E0
1.896310537E1,1.675941199E-1,-3.220201433E-1,9.849745750E0,9.856433235E0
1.896563214E1,1.580173075E-1,-3.172317147E-1,9.844957352E0,9.851334462E0
1.896816432E1,1.628057212E-1,-3.124433160E-1,9.835380554E0,9.841688736E0
1.897068438E1,1.675941199E-1,-3.124433160E-1,9.840168953E0,9.846554404E0
1.897320459E1,1.723825186E-1,-3.220201433E-1,9.844957352E0,9.851730709E0
1.897572511E1,1.675941199E-1,-3.172317147E-1,9.849745750E0,9.856277954E0
1.897824610E1,1.628057212E-1,-3.220201433E-1,9.864110947E0,9.870708558E0
1.898076771E1,1.723825186E-1,-3.124433160E-1,9.859322548E0,9.865778107E0
1.898329005E1,1.723825186E-1,-3.124433160E-1,9.864110947E0,9.870563374E0
1.898581318E1,1.628057212E-1,-3.268085420E-1,9.859322548E0,9.866080814E0
1.898833714E1,1.580173075E-1,-3.268085420E-1,9.840168953E0,9.846862359E0
1.899086193E1,1.484405100E-1,-3.220201433E-1,9.753977776E0,9.760420790E0
1.899338750E1,1.436520964E-1,-2.980781198E-1,9.610325813E0,9.616020421E0
1.899591380E1,1.580173075E-1,-2.932897210E-1,9.581595421E0,9.587385417E0
1.899844073E1,1.819593310E-1,-2.980781198E-1,9.672574997E0,9.678877354E0
1.900096818E1,1.723825186E-1,-3.220201433E-1,9.801861763E0,9.808664880E0
1.900349604E1,1.723825186E-1,-3.459621370E-1,9.931148529E0,9.938667750E0
1.900602417E1,1.819593310E-1,-3.363853395E-1,9.998186111E0,1.000549798E1
1.900855240E1,1.771709323E-1,-3.315969408E-1,9.983820915E0,9.990897164E0
1.901108032E1,1.675941199E-1,-3.268085420E-1,9.883264542E0,9.890086431E0
1.901360505E1,1.628057212E-1,-3.076549172E-1,9.739612579E0,9.745830413E0
1.901612709E1,1.628057212E-1,-2.980781198E-1,9.619902611E0,9.625896452E0
1.901864933E1,1.580173075E-1,-2.837128937E-1,9.567230225E0,9.572740289E0
1.902117182E1,1.580173075E-1,-2.741360962E-1,9.576807022E0,9.582032812E0
1.902369469E1,1.628057212E-1,-3.028665185E-1,9.667786598E0,9.673899500E0
1.902621797E1,1.771709323E-1,-3.315969408E-1,9.816226959E0,9.823423934E0
1.902874172E1,1.867477298E-1,-3.411737382E-1,9.950302124E0,9.957900712E0
1.903126594E1,1.819593310E-1,-3.507505357E-1,1.000776291E1,1.001556057E1
1.903379063E1,1.628057212E-1,-3.459621370E-1,9.983820915E0,9.991139853E0
1.903631578E1,1.532289088E-1,-3.268085420E-1,9.888052940E0,9.894638643E0
1.903884136E1,1.484405100E-1,-3.076549172E-1,9.777919769E0,9.783884768E0
1.904136729E1,1.628057212E-1,-3.028665185E-1,9.715670586E0,9.721753379E0
1.904389354E1,1.771709323E-1,-3.076549172E-1,9.706093788E0,9.712584502E0
1.904642005E1,1.628057212E-1,-3.172317147E-1,9.720458984E0,9.726996686E0
1.904894672E1,1.484405100E-1,-3.076549172E-1,9.744400978E0,9.750386482E0
1.905147349E1,1.675941199E-1,-3.076549172E-1,9.758766174E0,9.765052820E0
1.905400568E1,1.867477298E-1,-3.220201433E-1,9.768342972E0,9.775433295E0
1.905652573E1,1.771709323E-1,-3.268085420E-1,9.787496567E0,9.794553711E0
1.905904594E1,1.628057212E-1,-3.220201433E-1,9.777919769E0,9.784575499E0
1.906156646E1,1.580173075E-1,-3.268085420E-1,9.758766174E0,9.765515375E0
1.906408745E1,1.867477298E-1,-3.315969408E-1,9.792284966E0,9.799677346E0
1.906660906E1,2.011129409E-1,-3.268085420E-1,9.849745750E0,9.857217741E0
1.906913141E1,1.819593310E-1,-3.411737382E-1,9.873687744E0,9.881255911E0
1.907165453E1,1.771709323E-1,-3.459621370E-1,9.873687744E0,9.881335386E0
1.907417849E1,1.819593310E-1,-3.315969408E-1,9.854534149E0,9.861790356E0
1.907670328E1,1.723825186E-1,-3.220201433E-1,9.844957352E0,9.851730709E0
1.907922886E1,1.723825186E-1,-3.172317147E-1,9.854534149E0,9.861145724E0
1.908175516E1,1.771709323E-1,-3.124433160E-1,9.864110947E0,9.870648162E0
1.908428209E1,1.675941199E-1,-3.220201433E-1,9.888052940E0,9.894714534E0
1.908680953E1,1.628057212E-1,-3.315969408E-1,9.926360130E0,9.933231482E0
1.908933740E1,1.771709323E-1,-3.315969408E-1,9.974244118E0,9.981327156E0
1.909186552E1,1.867477298E-1,-3.363853395E-1,1.002212811E1,1.002951053E1
1.909439375E1,1.915361285E-1,-3.411737382E-1,1.002212811E1,1.002976258E1
1.909692167E1,1.819593310E-1,-3.411737382E-1,9.964667320E0,9.972166441E0
1.909944641E1,1.771709323E-1,-3.268085420E-1,9.892841339E0,9.899823388E0
1.910196844E1,1.963245422E-1,-3.220201433E-1,9.835380554E0,9.842608950E0
1.910449068E1,1.867477298E-1,-3.268085420E-1,9.777919769E0,9.785161907E0
1.910701318E1,1.771709323E-1,-3.172317147E-1,9.730035782E0,9.736817849E0
1.910953604E1,1.723825186E-1,-3.124433160E-1,9.744400978E0,9.750932621E0
1.911205932E1,1.771709323E-1,-3.172317147E-1,9.797073364E0,9.803809056E0
1.911458308E1,1.819593310E-1,-3.268085420E-1,9.854534149E0,9.861630510E0
1.911710729E1,1.771709323E-1,-3.411737382E-1,9.897629738E0,9.905092806E0
1.911963198E1,1.723825186E-1,-3.459621370E-1,9.911994934E0,9.919528674E0
1.912215714E1,1.723825186E-1,-3.315969408E-1,9.907206535E0,9.914253053E0
1.912468271E1,1.771709323E-1,-3.220201433E-1,9.868899345E0,9.875741025E0
1.912720865E1,1.771709323E-1,-3.220201433E-1,9.835380554E0,9.842245534E0
1.912973490E1,1.771709323E-1,-3.268085420E-1,9.801861763E0,9.808908572E0
1.913226141E1,1.771709323E-1,-3.220201433E-1,9.758766174E0,9.765685012E0
1.913478808E1,1.771709323E-1,-3.172317147E-1,9.734824181E0,9.741602914E0
1.913731485E1,1.867477298E-1,-3.220201433E-1,9.739612579E0,9.746723803E0
1.913984703E1,1.867477298E-1,-3.220201433E-1,9.749189377E0,9.756293620E0
1.914236709E1,1.867477298E-1,-3.220201433E-1,9.787496567E0,9.794573024E0
1.914488729E1,2.011129409E-1,-3.363853395E-1,9.840168953E0,9.847970681E0
1.914740787E1,1.963245422E-1,-3.507505357E-1,9.883264542E0,9.891435046E0
1.914992891E1,1.915361285E-1,-3.507505357E-1,9.921571732E0,9.929617196E0
1.915245058E1,1.915361285E-1,-3.411737382E-1,9.940725327E0,9.948422268E0
1.915497297E1,1.771709323E-1,-3.459621370E-1,9.931148529E0,9.938751956E0
1.915749615E1,1.771709323E-1,-3.459621370E-1,9.902418137E0,9.910043607E0
1.916002016E1,1.867477298E-1,-3.315969408E-1,9.878476143E0,9.885804072E0
1.916254500E1,1.915361285E-1,-3.172317147E-1,9.873687744E0,9.880639236E0
1.916507063E1,1.867477298E-1,-3.268085420E-1,9.888052940E0,9.895214474E0
1.916759698E1,1.867477298E-1,-3.363853395E-1,9.926360130E0,9.933813731E0
1.917012396E1,1.963245422E-1,-3.363853395E-1,9.955090523E0,9.962706748E0
1.917265146E1,1.915361285E-1,-3.315969408E-1,9.983820915E0,9.991162229E0
1.917517933E1,1.771709323E-1,-3.363853395E-1,1.000297451E1,1.001019699E1
1.917770740E1,1.723825186E-1,-3.459621370E-1,9.993397713E0,1.000087013E1
