"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.875588060E-1,-3.734954596E-1,1.137245819E-1,9.825803757E0,9.833557424E0
1.900862540E-1,-3.687070608E-1,1.233013868E-1,9.835380554E0,9.843061453E0
1.926139620E-1,-3.639186621E-1,1.280897856E-1,9.840168953E0,9.847729119E0
1.951417750E-1,-3.639186621E-1,1.328781992E-1,9.844957352E0,9.852577260E0
1.976694310E-1,-3.639186621E-1,1.233013868E-1,9.844957352E0,9.852452755E0
2.001937020E-1,-3.687070608E-1,1.137245819E-1,9.849745750E0,9.857300316E0
2.027152640E-1,-3.687070608E-1,1.137245819E-1,9.849745750E0,9.857300316E0
2.052370350E-1,-3.734954596E-1,1.137245819E-1,9.840168953E0,9.847911310E0
2.077590660E-1,-3.734954596E-1,1.137245819E-1,9.830592155E0,9.838342049E0
2.102814620E-1,-3.639186621E-1,1.185129806E-1,9.835380554E0,9.842824430E0
2.128042750E-1,-3.687070608E-1,1.280897856E-1,9.844957352E0,9.852691873E0
2.153275560E-1,-3.782838583E-1,1.280897856E-1,9.854534149E0,9.862623838E0
2.178513060E-1,-3.734954596E-1,1.233013868E-1,9.849745750E0,9.857595723E0
2.203755250E-1,-3.591302633E-1,1.233013868E-1,9.840168953E0,9.847492209E0
2.229002120E-1,-3.591302633E-1,1.185129806E-1,9.840168953E0,9.847433417E0
2.254253160E-1,-3.734954596E-1,1.185129806E-1,9.840168953E0,9.847967770E0
2.279508370E-1,-3.734954596E-1,1.185129806E-1,9.830592155E0,9.838398564E0
2.304766710E-1,-3.687070608E-1,1.089361757E-1,9.830592155E0,9.838107242E0
2.330027640E-1,-3.639186621E-1,1.137245819E-1,9.835380554E0,9.842767940E0
2.355290140E-1,-3.591302633E-1,1.185129806E-1,9.825803757E0,9.833078833E0
2.380553680E-1,-3.639186621E-1,1.137245819E-1,9.830592155E0,9.837983137E0
2.405871390E-1,-3.734954596E-1,1.137245819E-1,9.835380554E0,9.843126677E0
2.431066180E-1,-3.782838583E-1,1.185129806E-1,9.825803757E0,9.833797002E0
2.456262540E-1,-3.782838583E-1,1.233013868E-1,9.825803757E0,9.833855875E0
2.481462540E-1,-3.734954596E-1,1.233013868E-1,9.830592155E0,9.838457410E0
2.506667750E-1,-3.639186621E-1,1.185129806E-1,9.835380554E0,9.842824430E0
2.531879210E-1,-3.639186621E-1,1.137245819E-1,9.840168953E0,9.847552747E0
2.557097960E-1,-3.687070608E-1,1.137245819E-1,9.835380554E0,9.842946145E0
2.582324520E-1,-3.639186621E-1,1.233013868E-1,9.840168953E0,9.847668000E0
2.607559410E-1,-3.591302633E-1,1.280897856E-1,9.844957352E0,9.852338139E0
2.632802640E-1,-3.591302633E-1,1.185129806E-1,9.835380554E0,9.842648552E0
2.658053680E-1,-3.495534360E-1,1.185129806E-1,9.830592155E0,9.837518745E0
2.683312020E-1,-3.591302633E-1,1.233013868E-1,9.825803757E0,9.833137711E0
2.708576600E-1,-3.782838583E-1,1.233013868E-1,9.835380554E0,9.843424839E0
2.733846390E-1,-3.734954596E-1,1.233013868E-1,9.844957352E0,9.852811139E0
2.759120350E-1,-3.734954596E-1,1.185129806E-1,9.835380554E0,9.843183166E0
2.784396910E-1,-3.782838583E-1,1.185129806E-1,9.835380554E0,9.843366022E0
2.809674520E-1,-3.687070608E-1,1.233013868E-1,9.835380554E0,9.843061453E0
2.834925040E-1,-3.687070608E-1,1.233013868E-1,9.835380554E0,9.843061453E0
2.860176080E-1,-3.591302633E-1,1.137245819E-1,9.830592155E0,9.837807172E0
2.885481290E-1,-3.591302633E-1,1.137245819E-1,9.835380554E0,9.842592061E0
2.910680770E-1,-3.639186621E-1,1.185129806E-1,9.830592155E0,9.838039655E0
2.935881810E-1,-3.687070608E-1,1.137245819E-1,9.821015358E0,9.828592007E0
2.961085980E-1,-3.734954596E-1,1.089361757E-1,9.830592155E0,9.838287863E0
2.986294830E-1,-3.734954596E-1,1.185129806E-1,9.835380554E0,9.843183166E0
3.011509410E-1,-3.782838583E-1,1.233013868E-1,9.830592155E0,9.838640355E0
3.036730770E-1,-3.734954596E-1,1.137245819E-1,9.825803757E0,9.833557424E0
3.061959410E-1,-3.687070608E-1,1.089361757E-1,9.825803757E0,9.833322503E0
3.087195350E-1,-3.734954596E-1,1.137245819E-1,9.830592155E0,9.838342049E0
3.112438580E-1,-3.687070608E-1,1.233013868E-1,9.830592155E0,9.838276793E0
3.137689100E-1,-3.639186621E-1,1.137245819E-1,9.835380554E0,9.842767940E0
3.162946390E-1,-3.639186621E-1,1.089361757E-1,9.840168953E0,9.847498612E0
3.188209410E-1,-3.687070608E-1,1.089361757E-1,9.844957352E0,9.852461481E0
3.213477120E-1,-3.687070608E-1,1.041477770E-1,9.835380554E0,9.842840154E0
3.238748480E-1,-3.687070608E-1,1.137245819E-1,9.830592155E0,9.838161429E0
