"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
9.143963060E-1,-5.206614733E-4,6.337195635E-3,7.926940918E-3,1.016206324E-2
9.192237020E-1,6.583772600E-3,-5.580633879E-3,7.429122925E-4,8.662647102E-3
9.240510980E-1,-2.979181707E-3,-3.162473440E-3,2.209186554E-2,2.251504575E-2
9.288784930E-1,-5.990415812E-4,2.053326368E-2,2.923011780E-3,2.074892205E-2
9.337058890E-1,4.164375365E-3,3.692269325E-3,-1.134109497E-2,1.263310374E-2
9.385332850E-1,-1.484072953E-2,-1.085519791E-3,7.736206055E-3,1.677123998E-2
9.433606810E-1,-2.179479599E-2,6.070435047E-3,1.241970062E-2,2.580915104E-2
9.481880770E-1,-9.738087654E-3,-1.070171595E-3,4.529953003E-4,9.807182222E-3
9.530154730E-1,-9.704723954E-3,1.792120934E-2,5.193710327E-3,2.103154864E-2
9.578428680E-1,-2.494521439E-3,3.533959389E-3,2.778053284E-3,5.140922701E-3
9.626702640E-1,1.414810866E-2,1.101374626E-3,-4.365921021E-3,1.484733212E-2
9.674976600E-1,6.894975901E-3,8.268088102E-3,1.228332520E-2,1.633346416E-2
9.723250560E-1,1.399707049E-2,8.227467537E-3,-9.173393250E-3,1.864833366E-2
9.771524520E-1,1.151723415E-2,-1.303702593E-3,-1.858806610E-2,2.190576463E-2
9.819798480E-1,1.146215945E-2,-6.010323763E-3,7.668495178E-3,1.504363352E-2
9.868072430E-1,1.886770129E-3,1.128196716E-3,-6.632804871E-3,6.987619752E-3
9.916346390E-1,-2.863042057E-3,1.535513997E-2,-1.832962036E-3,1.572695403E-2
9.964620350E-1,-1.232003421E-2,3.420621157E-3,7.675170898E-3,1.491281798E-2
1.001289431E0,-7.459938526E-3,-8.444041014E-3,1.473140717E-2,1.854634380E-2
1.006116827E0,-2.674609423E-4,1.063767076E-2,2.745628357E-3,1.098954274E-2
1.010944223E0,4.461973906E-3,5.802631378E-3,3.499984741E-4,7.328181287E-3
1.015771618E0,1.629889011E-2,1.066625118E-3,9.840011597E-3,1.906875288E-2
1.020599014E0,6.683200598E-3,1.295045018E-2,1.213169098E-2,1.896199505E-2
1.025426410E0,-7.628343999E-3,-1.395404339E-3,7.284164429E-3,1.063944721E-2
1.030253806E0,1.614549011E-2,-8.473843336E-3,9.597778320E-3,2.060582977E-2
1.035081150E0,-6.168037653E-4,8.235245943E-3,7.144927979E-3,1.092015194E-2
1.039908546E0,-2.971880138E-3,8.136123419E-3,-7.151603699E-3,1.123272057E-2
1.044735993E0,-2.663405240E-2,-1.453697681E-3,-4.720687866E-3,2.708820551E-2
1.049563337E0,-5.045473576E-3,-1.442193985E-3,-7.053375244E-3,8.791292819E-3
1.054390785E0,1.390358806E-2,-6.206154823E-3,-2.251625061E-3,1.539142404E-2
1.059218129E0,1.876510680E-3,-1.327404380E-2,1.401901245E-4,1.340675891E-2
1.064045525E0,-9.991861880E-3,1.056447625E-2,4.884719849E-3,1.533968547E-2
1.068872921E0,1.383090019E-2,-1.388579607E-3,-2.275466919E-3,1.408544295E-2
1.073700316E0,6.606675684E-3,9.662806988E-4,1.198005676E-2,1.371508739E-2
1.078527712E0,-5.303099751E-3,8.105784655E-3,7.134437561E-3,1.203024568E-2
1.083355108E0,1.871392131E-3,3.262281418E-3,-1.902675629E-2,1.939489735E-2
1.088182504E0,-2.878293395E-3,-1.511633396E-3,1.197910309E-2,1.241243406E-2
1.093009900E0,8.963294327E-3,-1.441538334E-3,9.508132935E-3,1.314622645E-2
1.097837296E0,8.871033788E-3,-6.147027016E-3,-1.192665100E-2,1.608496769E-2
1.102664691E0,1.355553418E-2,-2.036359906E-2,-2.336502075E-3,2.457413103E-2
1.107492087E0,1.108136028E-2,-5.986809731E-3,4.801750183E-3,1.347943772E-2
1.112319483E0,-8.627474308E-4,-5.996644497E-3,2.387046814E-3,6.511687250E-3
1.117146879E0,-3.275237978E-3,1.300621033E-2,-2.381324768E-3,1.362201889E-2
1.121974275E0,-8.916482329E-4,5.777925253E-3,7.129669189E-3,9.220175679E-3
1.126801671E0,1.500330865E-3,5.699574947E-3,1.181602478E-2,1.320433978E-2
1.131629066E0,6.246253848E-3,-3.811448812E-3,-1.459121704E-4,7.318751229E-3
1.136456462E0,1.460097730E-3,-1.561582088E-2,-9.634971619E-3,1.840702109E-2
1.141283858E0,6.177119911E-3,3.466874361E-3,-2.438545227E-3,7.491497250E-3
1.146111254E0,-3.323987126E-3,-1.309037209E-3,4.701614380E-3,5.904883285E-3
1.150938650E0,1.323685795E-2,1.059490442E-2,-7.202148438E-3,1.842111154E-2
1.155766046E0,3.587223589E-3,-1.799786091E-2,7.092475891E-3,1.967471435E-2
1.160593441E0,-3.549642861E-3,-3.640741110E-3,-9.576797485E-3,1.084297055E-2
1.165420837E0,-1.107275486E-3,-1.267403364E-3,2.366065979E-3,2.903556183E-3
1.170248233E0,6.032265723E-3,1.115113497E-3,7.091522217E-3,9.376640934E-3
