"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
8.388918230E-1,-8.710339665E-3,-1.456528902E-2,6.302833557E-3,1.810368394E-2
8.437189580E-1,7.938660681E-3,-1.674410701E-2,-8.668899536E-4,1.855098248E-2
8.485460930E-1,-1.623556018E-3,4.908442497E-5,1.100730896E-2,1.112650862E-2
8.533732290E-1,-1.588107646E-2,-4.624396563E-3,-8.065223694E-3,1.840221362E-2
8.582003120E-1,5.631908774E-3,-4.513144493E-3,-3.250122070E-3,7.915185603E-3
8.630274480E-1,-6.313182414E-3,-1.155069470E-2,-8.497238159E-4,1.319078659E-2
8.678545830E-1,-1.107031852E-2,-6.664991379E-3,1.102352142E-2,1.698505481E-2
8.726817180E-1,7.942005992E-3,-1.791000366E-3,1.441955566E-3,8.268154410E-3
8.775088540E-1,-1.831709594E-2,6.400942802E-4,6.176948547E-3,1.934115864E-2
8.823359890E-1,-1.587033272E-3,-1.782536507E-3,3.750801086E-3,4.445741760E-3
8.871631250E-1,1.260150596E-2,-4.155755043E-3,3.718376160E-3,1.378022401E-2
8.919902600E-1,5.285635591E-3,1.250329614E-2,-1.059532166E-3,1.361590857E-2
8.968173960E-1,1.467014104E-2,-4.167616367E-3,1.318836212E-2,2.016221614E-2
9.016445310E-1,-9.244918823E-3,-2.304303646E-2,2.019977570E-2,3.200751461E-2
9.064716660E-1,-9.201630950E-3,-1.328679919E-2,8.167266846E-3,1.810837631E-2
9.112987500E-1,-1.624912769E-2,1.768586040E-2,1.521873474E-2,2.843296846E-2
9.161258850E-1,-1.380482316E-2,1.992580295E-2,-1.519203186E-3,2.428824291E-2
9.209530210E-1,-1.609641314E-2,8.201897144E-4,1.273250580E-2,2.053981331E-2
9.257801560E-1,-1.599602401E-2,8.276104927E-4,-3.984451294E-3,1.650556196E-2
9.306072910E-1,-8.777827024E-3,5.580693483E-3,3.168106079E-3,1.087342095E-2
9.354344270E-1,3.124967217E-3,1.741307974E-2,1.737880707E-2,2.479926816E-2
9.402615620E-1,7.205158472E-4,5.417972803E-3,-1.749992371E-3,5.738993438E-3
9.450886980E-1,-4.064001143E-3,7.789015770E-3,1.250362396E-2,1.528154063E-2
9.499158330E-1,7.857978344E-3,5.906522274E-4,2.907752991E-3,8.399507198E-3
9.547429680E-1,-1.128377765E-2,3.002285957E-3,-8.979797363E-3,1.473004141E-2
9.595700520E-1,7.731318474E-3,-1.124599576E-2,5.865097046E-4,1.365978403E-2
9.643971870E-1,-6.573922932E-3,-1.646727324E-3,-1.791954041E-3,7.009941004E-3
9.692243230E-1,7.684402168E-3,5.529105663E-3,5.343437195E-3,1.087075743E-2
9.740514580E-1,-1.139744371E-2,5.497485399E-3,1.241779327E-2,1.772923176E-2
9.788785930E-1,7.644832134E-3,7.839292288E-3,1.231384277E-2,1.647812750E-2
