"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
4.915908120E-1,3.603899851E-2,-9.154999629E-3,-1.095189974E-1,1.156591294E-1
4.965875050E-1,1.407099962E-1,-6.058299914E-2,3.170900047E-2,1.564450815E-1
5.015840450E-1,-7.109300047E-2,3.048299998E-2,-1.150500029E-2,7.820353595E-2
5.065807360E-1,-1.006390005E-1,4.695000127E-2,-1.383520067E-1,1.774085364E-1
5.115772760E-1,4.375100136E-2,-1.166300010E-2,-6.880799681E-2,8.236938822E-2
5.165738780E-1,7.638999820E-2,-3.677900136E-2,5.565600097E-2,1.014185250E-1
5.215704940E-1,-3.066000063E-3,-2.892999910E-3,-1.624600030E-2,1.678399031E-2
5.265671090E-1,-4.427700117E-2,2.614000067E-2,-1.575050056E-1,1.656851812E-1
5.315637350E-1,-1.092300005E-2,1.280899998E-2,-1.071700007E-1,1.084840608E-1
5.365603500E-1,2.213699929E-2,-1.169800013E-2,2.932400070E-2,3.855887657E-2
5.415569650E-1,3.569999943E-3,-6.417000201E-3,3.648100048E-2,3.721271540E-2
5.465535810E-1,-8.949999698E-3,1.993600093E-2,-1.023939997E-1,1.046999417E-1
5.515501820E-1,1.371899992E-2,2.332600020E-2,-1.550900042E-1,1.574332324E-1
5.565467980E-1,1.058799960E-2,5.450999830E-3,-5.698699877E-2,5.821801408E-2
5.615434140E-1,-1.442399994E-2,4.769999941E-4,1.959699951E-2,2.433765997E-2
5.665400340E-1,-1.743000001E-3,4.954000004E-3,-2.349299937E-2,2.407283084E-2
5.715366490E-1,1.524600014E-2,6.790999789E-3,-9.294000268E-2,9.442670330E-2
5.765332640E-1,-6.874000188E-3,4.104000051E-3,-6.662700325E-2,6.710627584E-2
5.815296360E-1,-3.452799842E-2,1.563000027E-3,-9.146000259E-3,3.575297141E-2
5.865264800E-1,-1.985899918E-2,6.138999946E-3,-2.345599979E-2,3.134088536E-2
5.915231060E-1,7.743000053E-3,1.036799978E-2,-7.611799985E-2,7.721009889E-2
5.965194910E-1,2.153199911E-2,2.528999932E-3,-8.094500005E-2,8.379806597E-2
6.015161140E-1,1.519099995E-2,-6.905999966E-3,-3.309400007E-2,3.706308346E-2
6.065127300E-1,4.416000098E-3,-6.211000029E-3,-1.154700015E-2,1.383512886E-2
6.115093260E-1,8.782999590E-3,-5.851999857E-3,-4.506300017E-2,4.628240453E-2
6.165059420E-1,1.055200025E-2,4.366000183E-3,-6.660100073E-2,6.757292331E-2
6.215025570E-1,-2.155000111E-3,9.089999832E-3,-4.028499871E-2,4.135399913E-2
6.264991620E-1,-9.136999957E-3,-3.431000048E-3,-1.396500040E-2,1.703753990E-2
6.314957780E-1,1.077999943E-3,-5.489000119E-3,-3.548699990E-2,3.592517736E-2
6.364923940E-1,1.056700014E-2,-1.199999970E-4,-6.419699639E-2,6.506097323E-2
6.414889820E-1,-2.040999942E-3,2.484000055E-3,-5.941500142E-2,5.950191872E-2
6.464855980E-1,-1.118099969E-2,2.455000067E-3,-4.025299847E-2,4.184908201E-2
6.514822130E-1,-5.417999811E-3,-2.419000026E-3,-3.783899918E-2,3.830138564E-2
6.564788280E-1,2.030000091E-3,-2.094999887E-3,-5.218600109E-2,5.226747205E-2
6.614754330E-1,1.893999986E-3,3.138999920E-3,-5.696199834E-2,5.707985469E-2
6.664720480E-1,-4.049999989E-4,3.046999918E-3,-4.020399973E-2,4.032133217E-2
6.714686540E-1,2.143000020E-3,2.910000039E-3,-2.344599925E-2,2.372288832E-2
6.764651940E-1,6.833000109E-3,2.349999995E-4,-3.782299906E-2,3.843597759E-2
6.814618850E-1,-3.211000003E-3,7.513000164E-3,-5.698399991E-2,5.756676070E-2
6.864585110E-1,-9.964000434E-3,-1.369999954E-4,-5.459700152E-2,5.549894277E-2
6.914551270E-1,-6.568999961E-3,-7.137000095E-3,-3.062500060E-2,3.212443295E-2
6.964517370E-1,3.461000044E-3,3.144999966E-3,-2.819499932E-2,2.858019477E-2
7.014482750E-1,1.023400016E-2,5.357000045E-3,-4.975900054E-2,5.108219204E-2
7.064449810E-1,2.310999902E-3,7.447000127E-3,-5.696899816E-2,5.750013290E-2
7.114415210E-1,-4.916000180E-3,6.984000094E-3,-4.022699967E-2,4.112365277E-2
7.164381350E-1,-4.373999778E-3,-7.769999793E-4,-4.262999818E-2,4.286084866E-2
7.214347450E-1,9.130000253E-4,-2.972000046E-3,-4.740000144E-2,4.750185775E-2
7.264313600E-1,8.046999574E-3,2.320999978E-3,-5.217099935E-2,5.283894791E-2
7.314279810E-1,9.789000265E-3,-4.999999874E-6,-4.500199854E-2,4.605436379E-2
7.364245960E-1,4.288999829E-3,-4.652000032E-3,-3.304199874E-2,3.364238851E-2
7.414212260E-1,4.025000148E-3,2.926999936E-3,-3.782099858E-2,3.814702988E-2
7.464176120E-1,3.898999887E-3,2.688999986E-3,-4.501700029E-2,4.526547510E-2
7.514144560E-1,1.402999973E-3,-4.583000205E-3,-4.262899980E-2,4.289759811E-2
7.564110550E-1,-5.779999774E-3,-6.345000118E-3,-3.542099893E-2,3.644605039E-2
7.614076700E-1,-1.246600039E-2,-9.009999922E-4,-3.538699821E-2,3.752935663E-2
7.664042860E-1,-6.498000119E-3,4.073000047E-3,-4.253400117E-2,4.321984024E-2
7.714006550E-1,3.864000086E-3,-8.280000184E-4,-4.730900005E-2,4.747375660E-2
7.763972690E-1,6.165000144E-3,1.888999948E-3,-4.011600092E-2,4.063088822E-2
7.813941200E-1,5.754999816E-3,4.246000201E-3,-4.252199829E-2,4.311924024E-2
